TERMINACION,FECHA,CAMPO,TIPO DE REGISTRO,CERRADO(YAC),CERRADO(POZO),FLUYENDO(YAC),FLUYENDO(POZO)
SITIO GRANDE 101,03/12/1975,SITIO GRANDE,CERRADO,326.812,332.923,,
SITIO GRANDE 101,03/12/1975,SITIO GRANDE,FLUYENTE,,,310.912,313.32245
SITIO GRANDE 101,08/04/1975,SITIO GRANDE,FLUYENTE,,,306.812,308.74715
SITIO GRANDE 101,11/04/1976,SITIO GRANDE,CERRADO,324.972,324.9665,,
SITIO GRANDE 101,28/08/1976,SITIO GRANDE,CERRADO,316.772,316.7705,,
SITIO GRANDE 101,27/08/1976,SITIO GRANDE,FLUYENTE,,,305.712,307.8169
SITIO GRANDE 101,20/02/1977,SITIO GRANDE,FLUYENTE,,,321.812,325.71625
SITIO GRANDE 101,21/02/1977,SITIO GRANDE,CERRADO,326.472,326.467,,
SITIO GRANDE 101,26/10/1977,SITIO GRANDE,FLUYENTE,,,249.112,248.53485
SITIO GRANDE 101,10/02/1978,SITIO GRANDE,FLUYENTE,,,203.812,201.7071
SITIO GRANDE 101,11/02/1978,SITIO GRANDE,CERRADO,305.3,304.925,,
SITIO GRANDE 101,31/12/1978,SITIO GRANDE,CERRADO,299.5,299.125,,
SITIO GRANDE 101,30/12/1978,SITIO GRANDE,FLUYENTE,,,281.1,282.61875
SITIO GRANDE 101,21/10/1982,SITIO GRANDE,FLUYENTE,,,277.7,278.375
SITIO GRANDE 101,13/09/1983,SITIO GRANDE,FLUYENTE,,,271.4,272.65625
SITIO GRANDE 101,15/03/1984,SITIO GRANDE,FLUYENTE,,,268.1,268.4
SITIO GRANDE 101,02/05/1984,SITIO GRANDE,CERRADO,268.6,269.7625,,
SITIO GRANDE 101,21/07/1989,SITIO GRANDE,FLUYENTE,,,295.328,296.3732
SITIO GRANDE 101,03/07/1990,SITIO GRANDE,FLUYENTE,,,301.328,302.2727
SITIO GRANDE 101,30/07/1991,SITIO GRANDE,FLUYENTE,,,295.928,296.82245
SITIO GRANDE 101,16/05/1992,SITIO GRANDE,FLUYENTE,,,298.428,299.42295
SITIO GRANDE 101,16/06/1992,SITIO GRANDE,FLUYENTE,,,299.628,300.58275
SITIO GRANDE 101,08/08/1992,SITIO GRANDE,FLUYENTE,,,295.628,296.3315
SITIO GRANDE 101,16/11/1992,SITIO GRANDE,FLUYENTE,,,306.028,306.98275
SITIO GRANDE 101,10/03/1993,SITIO GRANDE,FLUYENTE,,,298.928,299.6516
SITIO GRANDE 101,11/05/1993,SITIO GRANDE,CERRADO,297.318,298.01145,,
SITIO GRANDE 101,27/07/1993,SITIO GRANDE,FLUYENTE,,,297.192,297.49085
SITIO GRANDE 101,17/08/1993,SITIO GRANDE,FLUYENTE,,,296.738,297.4817
SITIO GRANDE 101,27/09/1993,SITIO GRANDE,FLUYENTE,,,297.008,297.64115
SITIO GRANDE 101,06/10/1993,SITIO GRANDE,FLUYENTE,,,294.928,295.44055
SITIO GRANDE 101,05/11/1993,SITIO GRANDE,FLUYENTE,,,297.318,298.01145
SITIO GRANDE 101,07/12/1993,SITIO GRANDE,FLUYENTE,,,297.478,298.25185
SITIO GRANDE 101,14/01/1994,SITIO GRANDE,FLUYENTE,,,292.228,292.86115
SITIO GRANDE 101,10/02/1994,SITIO GRANDE,FLUYENTE,,,294.928,295.5913
SITIO GRANDE 101,02/03/1994,SITIO GRANDE,FLUYENTE,,,289.968,290.66145
SITIO GRANDE 101,12/04/1994,SITIO GRANDE,FLUYENTE,,,290.748,291.40125
SITIO GRANDE 101,10/05/1994,SITIO GRANDE,FLUYENTE,,,288.228,288.6903
SITIO GRANDE 101,14/06/1994,SITIO GRANDE,FLUYENTE,,,288.008,288.72155
SITIO GRANDE 101,14/07/1994,SITIO GRANDE,FLUYENTE,,,287.468,288.10115
SITIO GRANDE 101,10/08/1994,SITIO GRANDE,FLUYENTE,,,287.688,288.36135
SITIO GRANDE 101,02/09/1994,SITIO GRANDE,FLUYENTE,,,291.598,292.2412
SITIO GRANDE 101,21/10/1994,SITIO GRANDE,FLUYENTE,,,288.268,288.6901
SITIO GRANDE 101,12/11/1994,SITIO GRANDE,FLUYENTE,,,285.388,285.92065
SITIO GRANDE 101,17/12/1994,SITIO GRANDE,FLUYENTE,,,286.848,287.4309
SITIO GRANDE 101,09/03/1995,SITIO GRANDE,FLUYENTE,,,287.668,288.2509
SITIO GRANDE 101,06/06/1995,SITIO GRANDE,FLUYENTE,,,286.228,286.9918
SITIO GRANDE 101,02/08/1995,SITIO GRANDE,FLUYENTE,,,286.868,287.471
SITIO GRANDE 101,29/12/1995,SITIO GRANDE,FLUYENTE,,,287.418,288.021
SITIO GRANDE 101,11/01/1996,SITIO GRANDE,FLUYENTE,,,287.348,288.10175
SITIO GRANDE 101,15/02/1996,SITIO GRANDE,FLUYENTE,,,290.218,291.01195
SITIO GRANDE 101,12/03/1996,SITIO GRANDE,FLUYENTE,,,286.968,287.7117
SITIO GRANDE 101,03/04/1996,SITIO GRANDE,FLUYENTE,,,292.678,293.59255
SITIO GRANDE 101,01/05/1996,SITIO GRANDE,FLUYENTE,,,288.458,289.0007
SITIO GRANDE 101,06/06/1996,SITIO GRANDE,FLUYENTE,,,275.608,275.99995
SITIO GRANDE 101,20/07/1996,SITIO GRANDE,FLUYENTE,,,272.508,273.02055
SITIO GRANDE 101,28/08/1996,SITIO GRANDE,FLUYENTE,,,288.218,288.9818
SITIO GRANDE 101,26/09/1996,SITIO GRANDE,FLUYENTE,,,285.248,286.12235
SITIO GRANDE 101,21/10/1996,SITIO GRANDE,FLUYENTE,,,285.908,286.6718
SITIO GRANDE 101,09/01/1997,SITIO GRANDE,FLUYENTE,,,283.878,284.67195
SITIO GRANDE 101,04/02/1997,SITIO GRANDE,FLUYENTE,,,286.008,286.8321
SITIO GRANDE 101,02/03/1997,SITIO GRANDE,FLUYENTE,,,302.218,303.3235
SITIO GRANDE 101,02/04/1997,SITIO GRANDE,FLUYENTE,,,295.648,296.653
SITIO GRANDE 101,05/05/1997,SITIO GRANDE,FLUYENTE,,,295.89,296.783
SITIO GRANDE 101,05/06/1997,SITIO GRANDE,FLUYENTE,,,287.14,288.20925
SITIO GRANDE 101,15/07/1997,SITIO GRANDE,FLUYENTE,,,285.17,286.11
SITIO GRANDE 101,30/12/1997,SITIO GRANDE,FLUYENTE,,,284.42,285.39525
SITIO GRANDE 101,13/01/1998,SITIO GRANDE,FLUYENTE,,,285.29,286.277
SITIO GRANDE 101,02/03/1998,SITIO GRANDE,FLUYENTE,,,271.85,272.649
SITIO GRANDE 101,05/05/1998,SITIO GRANDE,FLUYENTE,,,291.16,292.2645
SITIO GRANDE 101,12/06/1998,SITIO GRANDE,FLUYENTE,,,289.14,290.16225
SITIO GRANDE 101,10/07/1998,SITIO GRANDE,FLUYENTE,,,283.38,284.40225
SITIO GRANDE 101,10/08/1998,SITIO GRANDE,FLUYENTE,,,287.32,288.45975
SITIO GRANDE 101,04/09/1998,SITIO GRANDE,FLUYENTE,,,285.64,286.6975
SITIO GRANDE 101,05/10/1998,SITIO GRANDE,FLUYENTE,,,290.49,291.665
SITIO GRANDE 101,04/11/1998,SITIO GRANDE,FLUYENTE,,,292.64,293.721
SITIO GRANDE 101,15/12/1998,SITIO GRANDE,FLUYENTE,,,293.77,294.90975
SITIO GRANDE 101,15/01/1999,SITIO GRANDE,FLUYENTE,,,288.43,289.47575
SITIO GRANDE 101,03/05/1999,SITIO GRANDE,FLUYENTE,,,289.4,290.387
SITIO GRANDE 101,02/08/1999,SITIO GRANDE,FLUYENTE,,,285.11,286.144
SITIO GRANDE 101,07/12/1999,SITIO GRANDE,FLUYENTE,,,287.33,288.37575
SITIO GRANDE 101,03/03/2000,SITIO GRANDE,FLUYENTE,,,293.71,296.53
SITIO GRANDE 101,06/06/2000,SITIO GRANDE,FLUYENTE,,,289.37,290.58025
SITIO GRANDE 101,29/09/2000,SITIO GRANDE,FLUYENTE,,,293.27,294.48025
SITIO GRANDE 101,13/12/2000,SITIO GRANDE,FLUYENTE,,,290.43,291.80475
SITIO GRANDE 101,24/05/2001,SITIO GRANDE,FLUYENTE,,,291.02,292.289
SITIO GRANDE 101,04/06/2001,SITIO GRANDE,FLUYENTE,,,287.45,288.68375
SITIO GRANDE 101,01/10/2001,SITIO GRANDE,FLUYENTE,,,288.84,289.75875
SITIO GRANDE 101,10/06/2002,SITIO GRANDE,FLUYENTE,,,292.45,293.745
SITIO GRANDE 101,07/09/2002,SITIO GRANDE,FLUYENTE,,,314.67,316.65575
SITIO GRANDE 101,04/03/2003,SITIO GRANDE,FLUYENTE,,,288.78,289.795
SITIO GRANDE 101,08/06/2003,SITIO GRANDE,FLUYENTE,,,291.17,292.63875
SITIO GRANDE 101,03/09/2003,SITIO GRANDE,FLUYENTE,,,291.19,292.77625
SITIO GRANDE 101,21/01/2004,SITIO GRANDE,CERRADO,338.046,338.2245,,
SITIO GRANDE 101,19/03/2004,SITIO GRANDE,CERRADO,342.69,343.86425,,
SITIO GRANDE 101,08/03/2005,SITIO GRANDE,CERRADO,339.906,339.83145,,
SITIO GRANDE 101,12/03/2005,SITIO GRANDE,CERRADO,334.504,338.80305,,
SITIO GRANDE 101,13/03/2005,SITIO GRANDE,CERRADO,334.344,338.64305,,
SITIO GRANDE 101,14/03/2005,SITIO GRANDE,CERRADO,334.244,338.54305,,
SITIO GRANDE 101,15/03/2005,SITIO GRANDE,CERRADO,334.244,338.54305,,
SITIO GRANDE 101,16/03/2005,SITIO GRANDE,CERRADO,334.264,338.56305,,
SITIO GRANDE 101,17/03/2005,SITIO GRANDE,CERRADO,334.294,338.59305,,
SITIO GRANDE 101,05/07/2005,SITIO GRANDE,CERRADO,339.126,338.7971,,
SITIO GRANDE 101,17/07/2005,SITIO GRANDE,CERRADO,341.896,341.269,,
SITIO GRANDE 101,17/07/2005,SITIO GRANDE,CERRADO,338.664,343.67235,,
SITIO GRANDE 102,31/12/1974,SITIO GRANDE,CERRADO,337.14,338.635,,
SITIO GRANDE 102,09/04/1975,SITIO GRANDE,CERRADO,322.14,322.66,,
SITIO GRANDE 102,14/12/1975,SITIO GRANDE,CERRADO,316.14,316.595,,
SITIO GRANDE 102,20/12/1975,SITIO GRANDE,CERRADO,314.34,314.665,,
SITIO GRANDE 102,08/04/1976,SITIO GRANDE,CERRADO,308.64,309.225,,
SITIO GRANDE 102,06/08/1976,SITIO GRANDE,CERRADO,312.04,312.365,,
SITIO GRANDE 102,19/02/1977,SITIO GRANDE,CERRADO,311.14,311.465,,
SITIO GRANDE 102,01/02/1978,SITIO GRANDE,CERRADO,305.84,305.71,,
SITIO GRANDE 102,29/12/1978,SITIO GRANDE,CERRADO,297.64,298.225,,
SITIO GRANDE 102,26/11/1979,SITIO GRANDE,CERRADO,298.54,298.93,,
SITIO GRANDE 102,03/10/1980,SITIO GRANDE,CERRADO,293.04,293.755,,
SITIO GRANDE 102,15/05/1982,SITIO GRANDE,FLUYENTE,,,290.28,291.3825
SITIO GRANDE 102,18/05/1982,SITIO GRANDE,CERRADO,294.18,295.2825,,
SITIO GRANDE 102,22/10/1982,SITIO GRANDE,FLUYENTE,,,293.58,294.609
SITIO GRANDE 102,16/03/1984,SITIO GRANDE,FLUYENTE,,,183.48,182.325
SITIO GRANDE 102,27/04/1984,SITIO GRANDE,FLUYENTE,,,287.39,289.1015
SITIO GRANDE 102,17/06/1986,SITIO GRANDE,FLUYENTE,,,270.68,272.318
SITIO GRANDE 102,08/04/1987,SITIO GRANDE,FLUYENTE,,,273.38,277.1495
SITIO GRANDE 102,15/05/1987,SITIO GRANDE,CERRADO,272.08,276.196,,
SITIO GRANDE 102,15/07/1987,SITIO GRANDE,CERRADO,273.38,277.685,,
SITIO GRANDE 102,22/11/1987,SITIO GRANDE,CERRADO,274.38,278.496,,
SITIO GRANDE 102,18/03/1988,SITIO GRANDE,CERRADO,280.18,281.125,,
SITIO GRANDE 102,03/07/1990,SITIO GRANDE,FLUYENTE,,,279.6,281.8
SITIO GRANDE 102,31/07/1991,SITIO GRANDE,FLUYENTE,,,293.96,294.849
SITIO GRANDE 102,10/10/1991,SITIO GRANDE,CERRADO,300.08,300.206,,
SITIO GRANDE 102,08/11/1991,SITIO GRANDE,CERRADO,298.38,302.5485,,
SITIO GRANDE 102,18/12/1991,SITIO GRANDE,CERRADO,300.42,303.248,,
SITIO GRANDE 102,16/05/1992,SITIO GRANDE,CERRADO,299.92,302.566,,
SITIO GRANDE 102,27/06/1992,SITIO GRANDE,CERRADO,299.6,299.6,,
SITIO GRANDE 102,16/07/1992,SITIO GRANDE,FLUYENTE,,,296.1,298.82
SITIO GRANDE 102,08/08/1992,SITIO GRANDE,CERRADO,329.5,329.5,,
SITIO GRANDE 102,04/09/1992,SITIO GRANDE,CERRADO,298.8,298.8,,
SITIO GRANDE 102,23/12/1992,SITIO GRANDE,CERRADO,301.3,301.3,,
SITIO GRANDE 102,14/07/1993,SITIO GRANDE,CERRADO,298.47,298.47,,
SITIO GRANDE 102,23/02/1994,SITIO GRANDE,CERRADO,302.6,302.6,,
SITIO GRANDE 102,16/04/1994,SITIO GRANDE,CERRADO,301.5,301.5,,
SITIO GRANDE 102,10/05/1994,SITIO GRANDE,CERRADO,300.1,300.1,,
SITIO GRANDE 102,21/06/1994,SITIO GRANDE,CERRADO,301.1,301.1,,
SITIO GRANDE 102,26/08/1994,SITIO GRANDE,CERRADO,301.9,301.9,,
SITIO GRANDE 102,17/11/1994,SITIO GRANDE,CERRADO,303.4,303.4,,
SITIO GRANDE 102,16/05/1995,SITIO GRANDE,CERRADO,295.7,295.7,,
SITIO GRANDE 102,19/06/1995,SITIO GRANDE,CERRADO,302.9,302.9,,
SITIO GRANDE 102,05/09/1995,SITIO GRANDE,CERRADO,302.9,302.9,,
SITIO GRANDE 102,07/08/1997,SITIO GRANDE,CERRADO,304.9,304.9,,
SITIO GRANDE 103,28/06/1974,SITIO GRANDE,FLUYENTE,,,382.708,386.6795
SITIO GRANDE 103,22/07/1974,SITIO GRANDE,FLUYENTE,,,382.608,386.274
SITIO GRANDE 103,23/07/1974,SITIO GRANDE,FLUYENTE,,,376.508,380.174
SITIO GRANDE 103,24/07/1974,SITIO GRANDE,FLUYENTE,,,369.508,368.897
SITIO GRANDE 103,28/12/1974,SITIO GRANDE,FLUYENTE,,,347.108,349.7353
SITIO GRANDE 103,28/12/1974,SITIO GRANDE,CERRADO,357.808,357.5025,,
SITIO GRANDE 103,13/04/1975,SITIO GRANDE,FLUYENTE,,,328.608,330.8076
SITIO GRANDE 103,13/04/1975,SITIO GRANDE,CERRADO,338.708,339.93,,
SITIO GRANDE 103,04/12/1976,SITIO GRANDE,FLUYENTE,,,315.608,316.98275
SITIO GRANDE 103,05/12/1975,SITIO GRANDE,CERRADO,325.608,326.83,,
SITIO GRANDE 103,13/04/1976,SITIO GRANDE,FLUYENTE,,,308.408,309.63
SITIO GRANDE 103,14/04/1976,SITIO GRANDE,CERRADO,322.172,322.173,,
SITIO GRANDE 103,28/08/1976,SITIO GRANDE,FLUYENTE,,,306.108,307.72715
SITIO GRANDE 103,29/08/1976,SITIO GRANDE,CERRADO,321.072,321.0695,,
SITIO GRANDE 103,13/12/1976,SITIO GRANDE,CERRADO,317.072,317.072,,
SITIO GRANDE 103,11/12/1976,SITIO GRANDE,FLUYENTE,,,304.772,304.82175
SITIO GRANDE 103,23/07/1977,SITIO GRANDE,FLUYENTE,,,302.972,303.3302
SITIO GRANDE 103,22/02/1978,SITIO GRANDE,FLUYENTE,,,304.172,304.6496
SITIO GRANDE 103,24/02/1978,SITIO GRANDE,CERRADO,317.272,317.27,,
SITIO GRANDE 103,23/05/1978,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 103,09/03/1982,SITIO GRANDE,CERRADO,377.884,378.5,,
SITIO GRANDE 103,08/09/1982,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 103,10/09/1982,SITIO GRANDE,CERRADO,333.7,333.7,,
SITIO GRANDE 103,12/09/1982,SITIO GRANDE,CERRADO,325,325,,
SITIO GRANDE 103,12/09/1982,SITIO GRANDE,CERRADO,322.6,322.6,,
SITIO GRANDE 103,23/11/1982,SITIO GRANDE,CERRADO,319.8,319.8,,
SITIO GRANDE 103,12/12/1982,SITIO GRANDE,CERRADO,319,319,,
SITIO GRANDE 103,12/01/1983,SITIO GRANDE,CERRADO,320.2,320.2,,
SITIO GRANDE 103,14/02/1983,SITIO GRANDE,CERRADO,319.9,319.9,,
SITIO GRANDE 103,28/02/1983,SITIO GRANDE,CERRADO,318.7,318.7,,
SITIO GRANDE 103,29/03/1983,SITIO GRANDE,CERRADO,320.5,320.5,,
SITIO GRANDE 103,29/05/1983,SITIO GRANDE,CERRADO,310.3,310.3,,
SITIO GRANDE 103,12/07/1983,SITIO GRANDE,CERRADO,322,322,,
SITIO GRANDE 103,03/09/1983,SITIO GRANDE,CERRADO,316.3,316.3,,
SITIO GRANDE 103,03/10/1983,SITIO GRANDE,CERRADO,317.5,317.5,,
SITIO GRANDE 103,02/11/1983,SITIO GRANDE,CERRADO,317.3,317.3,,
SITIO GRANDE 103,19/03/1984,SITIO GRANDE,CERRADO,298.86,314.34,,
SITIO GRANDE 103,03/05/1984,SITIO GRANDE,CERRADO,297.16,311.92,,
SITIO GRANDE 103,07/08/1984,SITIO GRANDE,CERRADO,312,312,,
SITIO GRANDE 103,10/11/1984,SITIO GRANDE,CERRADO,295.34,308.94,,
SITIO GRANDE 103,20/03/1985,SITIO GRANDE,CERRADO,304.2,304.4,,
SITIO GRANDE 103,16/05/1985,SITIO GRANDE,CERRADO,304.12,303.646,,
SITIO GRANDE 103,23/05/1985,SITIO GRANDE,CERRADO,303.92,302.582,,
SITIO GRANDE 103,27/05/1985,SITIO GRANDE,CERRADO,297.62,296.228,,
SITIO GRANDE 103,28/07/1985,SITIO GRANDE,CERRADO,305.62,304.33,,
SITIO GRANDE 103,26/08/1985,SITIO GRANDE,CERRADO,305.22,303.774,,
SITIO GRANDE 103,21/09/1985,SITIO GRANDE,CERRADO,290.86,303.59,,
SITIO GRANDE 103,16/11/1985,SITIO GRANDE,CERRADO,308.44,307.005,,
SITIO GRANDE 103,27/01/1985,SITIO GRANDE,CERRADO,303.32,301.847,,
SITIO GRANDE 103,30/03/1986,SITIO GRANDE,CERRADO,304.908,308.2468,,
SITIO GRANDE 103,22/05/1986,SITIO GRANDE,CERRADO,302.668,305.632,,
SITIO GRANDE 103,14/07/1986,SITIO GRANDE,CERRADO,289.248,307.9802,,
SITIO GRANDE 103,18/09/1986,SITIO GRANDE,CERRADO,291.488,309.3632,,
SITIO GRANDE 103,22/11/1986,SITIO GRANDE,CERRADO,289.548,307.8222,,
SITIO GRANDE 103,20/01/1987,SITIO GRANDE,CERRADO,305.148,308.6506,,
SITIO GRANDE 103,30/03/1987,SITIO GRANDE,CERRADO,306.248,310.1324,,
SITIO GRANDE 103,29/05/1987,SITIO GRANDE,CERRADO,303.048,306.6228,,
SITIO GRANDE 103,17/07/1987,SITIO GRANDE,CERRADO,303.548,307.6412,,
SITIO GRANDE 103,16/09/1987,SITIO GRANDE,CERRADO,290.128,309.1573,,
SITIO GRANDE 103,13/11/1987,SITIO GRANDE,CERRADO,290.128,307.9535,,
SITIO GRANDE 103,06/01/1988,SITIO GRANDE,CERRADO,289.628,307.4535,,
SITIO GRANDE 103,18/03/1988,SITIO GRANDE,CERRADO,293.428,312.411,,
SITIO GRANDE 103,27/05/1988,SITIO GRANDE,CERRADO,292.428,297.521,,
SITIO GRANDE 103,23/07/1988,SITIO GRANDE,CERRADO,300.968,306.498,,
SITIO GRANDE 103,15/02/1989,SITIO GRANDE,CERRADO,322.224,325.1602,,
SITIO GRANDE 103,20/09/1995,SITIO GRANDE,CERRADO,336.364,339.8863,,
SITIO GRANDE 103,21/10/1995,SITIO GRANDE,CERRADO,100.98,342.9214,,
SITIO GRANDE 104,08/04/1976,SITIO GRANDE,CERRADO,325.9,326.95,,
SITIO GRANDE 104,06/09/1976,SITIO GRANDE,CERRADO,330.2,331.2875,,
SITIO GRANDE 104,25/05/1978,SITIO GRANDE,CERRADO,318.7,305.59,,
SITIO GRANDE 104,17/06/1982,SITIO GRANDE,CERRADO,314.3,326.5935,,
SITIO GRANDE 104,09/02/1982,SITIO GRANDE,CERRADO,326.12,324.25,,
SITIO GRANDE 104,12/06/1982,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 104,27/05/1983,SITIO GRANDE,CERRADO,321,332.7875,,
SITIO GRANDE 104,01/08/1983,SITIO GRANDE,CERRADO,327.82,329.7675,,
SITIO GRANDE 104,09/04/1984,SITIO GRANDE,CERRADO,311.64,320.285,,
SITIO GRANDE 104,09/05/1984,SITIO GRANDE,CERRADO,312.24,331.4775,,
SITIO GRANDE 104,19/07/1984,SITIO GRANDE,CERRADO,306.4,318.475,,
SITIO GRANDE 104,11/11/1984,SITIO GRANDE,CERRADO,301.5,313.2875,,
SITIO GRANDE 104,19/01/1985,SITIO GRANDE,CERRADO,298.2,309.7,,
SITIO GRANDE 104,21/03/1985,SITIO GRANDE,CERRADO,296.3,308.0875,,
SITIO GRANDE 104,17/05/1985,SITIO GRANDE,CERRADO,295,306.29875,,
SITIO GRANDE 104,15/07/1985,SITIO GRANDE,CERRADO,296.7,307.07875,,
SITIO GRANDE 104,22/09/1985,SITIO GRANDE,SIN REGISTRO,,,,
SITIO GRANDE 104,23/09/1985,SITIO GRANDE,CERRADO,295.42,307.4195,,
SITIO GRANDE 104,09/03/1986,SITIO GRANDE,CERRADO,294.2,305.22,,
SITIO GRANDE 104,27/06/1986,SITIO GRANDE,CERRADO,295.5,306.06875,,
SITIO GRANDE 104,29/10/1986,SITIO GRANDE,CERRADO,296.8,307.36875,,
SITIO GRANDE 104,22/02/1987,SITIO GRANDE,CERRADO,295.9,304.3075,,
SITIO GRANDE 104,29/06/1987,SITIO GRANDE,CERRADO,296.84,309.18875,,
SITIO GRANDE 104,21/10/1987,SITIO GRANDE,CERRADO,297.504,309.3414,,
SITIO GRANDE 104,11/06/1988,SITIO GRANDE,CERRADO,292.2,303.75,,
SITIO GRANDE 104,29/06/1988,SITIO GRANDE,CERRADO,312.4,324.65875,,
SITIO GRANDE 104,28/03/1990,SITIO GRANDE,CERRADO,316.14,330.5145,,
SITIO GRANDE 104,09/10/1990,SITIO GRANDE,CERRADO,315.64,329.404,,
SITIO GRANDE 104,16/02/1991,SITIO GRANDE,CERRADO,319.84,332.8825,,
SITIO GRANDE 104,18/11/1991,SITIO GRANDE,CERRADO,318.74,331.81025,,
SITIO GRANDE 104,10/10/1992,SITIO GRANDE,CERRADO,323.74,337.0045,,
SITIO GRANDE 104,16/02/1993,SITIO GRANDE,CERRADO,325.3,338.1625,,
SITIO GRANDE 104,12/11/1993,SITIO GRANDE,CERRADO,325.12,337.32625,,
SITIO GRANDE 104,22/12/1993,SITIO GRANDE,CERRADO,332.84,334.04175,,
SITIO GRANDE 104,11/02/1994,SITIO GRANDE,CERRADO,322.3,338.05,,
SITIO GRANDE 104,14/04/1994,SITIO GRANDE,CERRADO,320.85,335.03025,,
SITIO GRANDE 104,11/05/1994,SITIO GRANDE,CERRADO,320.04,332.1945,,
SITIO GRANDE 104,17/06/1994,SITIO GRANDE,CERRADO,331.44,332.67475,,
SITIO GRANDE 104,18/04/1995,SITIO GRANDE,CERRADO,326.44,338.761,,
SITIO GRANDE 104,16/05/1995,SITIO GRANDE,CERRADO,318.85,329.728,,
SITIO GRANDE 104,12/08/1995,SITIO GRANDE,CERRADO,326.2,336.9115,,
SITIO GRANDE 104,04/12/1995,SITIO GRANDE,CERRADO,333.5,335.51375,,
SITIO GRANDE 104,19/02/1996,SITIO GRANDE,CERRADO,341.22,342.86625,,
SITIO GRANDE 104,24/05/1996,SITIO GRANDE,CERRADO,332,343.663,,
SITIO GRANDE 104,06/11/1996,SITIO GRANDE,CERRADO,336.21,337.3705,,
SITIO GRANDE 104,11/12/1996,SITIO GRANDE,CERRADO,335.43,336.69775,,
SITIO GRANDE 104,09/05/1997,SITIO GRANDE,CERRADO,334.65,335.805,,
SITIO GRANDE 104,08/08/1997,SITIO GRANDE,CERRADO,336.87,338.03875,,
SITIO GRANDE 104,16/10/1997,SITIO GRANDE,CERRADO,327.41,339.065,,
SITIO GRANDE 104,16/01/1998,SITIO GRANDE,CERRADO,327.81,337.9665,,
SITIO GRANDE 104,03/03/1998,SITIO GRANDE,CERRADO,328.21,340.11475,,
SITIO GRANDE 104,07/05/1998,SITIO GRANDE,CERRADO,326.218,338.50845,,
SITIO GRANDE 104,12/08/1998,SITIO GRANDE,CERRADO,328.43,339.665,,
SITIO GRANDE 104,17/11/1998,SITIO GRANDE,CERRADO,325.502,336.58265,,
SITIO GRANDE 104,02/02/1999,SITIO GRANDE,CERRADO,322.45,333.5245,,
SITIO GRANDE 104,07/02/2000,SITIO GRANDE,CERRADO,328.44,340.0495,,
SITIO GRANDE 104,14/06/2000,SITIO GRANDE,CERRADO,331.5,344.36675,,
SITIO GRANDE 104,13/06/2001,SITIO GRANDE,CERRADO,333.2,345.184,,
SITIO GRANDE 104,08/10/2001,SITIO GRANDE,CERRADO,334.35,345.2105,,
SITIO GRANDE 104,09/05/2002,SITIO GRANDE,CERRADO,335.73,346.61725,,
SITIO GRANDE 104,07/09/2002,SITIO GRANDE,CERRADO,335.93,350.24125,,
SITIO GRANDE 110,12/11/1974,SITIO GRANDE,CERRADO,351.64,352.665,,
SITIO GRANDE 110,01/04/1975,SITIO GRANDE,CERRADO,337.2,341.075,,
SITIO GRANDE 110,06/07/1975,SITIO GRANDE,CERRADO,329.7,333.575,,
SITIO GRANDE 110,31/08/1975,SITIO GRANDE,FLUYENTE,,,329.1,332.975
SITIO GRANDE 110,26/11/1975,SITIO GRANDE,CERRADO,327.8,332.45,,
SITIO GRANDE 110,03/03/1976,SITIO GRANDE,FLUYENTE,,,321.5,325.375
SITIO GRANDE 110,14/04/1976,SITIO GRANDE,CERRADO,324.32,324.35,,
SITIO GRANDE 110,25/08/1976,SITIO GRANDE,FLUYENTE,,,326.74,326.6375
SITIO GRANDE 110,05/01/1977,SITIO GRANDE,CERRADO,324.52,324.5275,,
SITIO GRANDE 110,28/12/1978,SITIO GRANDE,CERRADO,322.1,322.2025,,
SITIO GRANDE 110,23/03/1985,SITIO GRANDE,FLUYENTE,,,286.128,318.136
SITIO GRANDE 110,17/05/1985,SITIO GRANDE,CERRADO,282.328,317.5368,,
SITIO GRANDE 110,27/05/1985,SITIO GRANDE,FLUYENTE,,,281.028,319.8377
SITIO GRANDE 110,27/05/1987,SITIO GRANDE,CERRADO,278.728,310.3359,,
SITIO GRANDE 110,25/08/1985,SITIO GRANDE,FLUYENTE,,,279.628,313.6365
SITIO GRANDE 110,21/09/1985,SITIO GRANDE,CERRADO,278.76,310.48125,,
SITIO GRANDE 110,27/01/1985,SITIO GRANDE,FLUYENTE,,,277.36,305.62075
SITIO GRANDE 110,27/01/1986,SITIO GRANDE,CERRADO,278.86,309.42775,,
SITIO GRANDE 110,30/03/1986,SITIO GRANDE,CERRADO,237.06,274.54875,,
SITIO GRANDE 110,25/04/1986,SITIO GRANDE,CERRADO,285.232,310.7302,,
SITIO GRANDE 110,14/07/1986,SITIO GRANDE,CERRADO,285.04,314.2055,,
SITIO GRANDE 110,23/11/1986,SITIO GRANDE,CERRADO,286.04,309.757,,
SITIO GRANDE 110,22/01/1987,SITIO GRANDE,CERRADO,285.94,308.53525,,
SITIO GRANDE 110,30/03/1987,SITIO GRANDE,CERRADO,286.04,311.51975,,
SITIO GRANDE 110,29/05/1987,SITIO GRANDE,CERRADO,285.94,309.94525,,
